Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Fecha_Estimada,Anio,Mes,Margen_Profit,Venta_Promedio_Unidad,Rango_Descuento
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,717.72,3,0.2,71.772,2015-12-17,2015,12,0.1,239.24,1%-20%
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,236.5,10,0.0,68.585,2015-12-17,2015,12,0.29,23.65,0%
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,170.352,3,0.2,19.1646,2015-12-18,2015,12,0.1125,56.784,1%-20%
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,145.764,2,0.1,3.2392,2015-12-18,2015,12,0.02222222222222222,72.882,1%-20%
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,107.97,3,0.0,22.6737,2015-12-18,2015,12,0.21,35.99,0%
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,143.96,5,0.2,1.7995,2015-12-18,2015,12,0.0125,28.792,1%-20%
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Copiers,2399.96,5,0.2,569.9905,2015-12-18,2015,12,0.2375,479.992,1%-20%
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,74.352,3,0.2,23.235,2015-12-18,2015,12,0.3125,24.784000000000002,1%-20%
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,87.168,8,0.8,-226.6368,2015-12-18,2015,12,-2.5999999999999996,10.896,61%-80%
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Storage,32.232,3,0.2,2.4174,2015-12-18,2015,12,0.07500000000000001,10.744,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,2.202,2,0.7,-1.5414,2015-12-18,2015,12,-0.7000000000000001,1.101,61%-80%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,9.396,3,0.7,-7.5168,2015-12-18,2015,12,-0.7999999999999999,3.132,61%-80%
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Phones,89.97,3,0.0,25.1916,2015-12-19,2015,12,0.28,29.99,0%
First Class,Corporate,United States,Athens,Georgia,30605,South,Office Supplies,Art,12.78,3,0.0,5.2398,2015-12-19,2015,12,0.41000000000000003,4.26,0%
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,40.0,2,0.2,0.5,2015-12-19,2015,12,0.0125,20.0,1%-20%
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,23.24,5,0.2,7.553,2015-12-19,2015,12,0.325,4.648,1%-20%
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,908.82,9,0.0,227.205,2015-12-19,2015,12,0.25,100.98,0%
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Supplies,5.552,2,0.2,-1.041,2015-12-19,2015,12,-0.1875,2.776,1%-20%
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Art,8.016,3,0.2,1.002,2015-12-19,2015,12,0.125,2.672,1%-20%
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Chairs,74.592,4,0.3,-2.1312,2015-12-19,2015,12,-0.028571428571428574,18.648,21%-40%
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Furnishings,16.784,2,0.6,-22.2388,2015-12-19,2015,12,-1.3250000000000002,8.392,41%-60%
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,38.864,4,0.8,-99.1032,2015-12-19,2015,12,-2.5500000000000003,9.716,61%-80%
First Class,Home Office,United States,San Diego,California,92024,West,Technology,Phones,203.976,3,0.2,25.497,2015-12-20,2015,12,0.125,67.992,1%-20%
First Class,Home Office,United States,San Diego,California,92024,West,Furniture,Tables,674.352,3,0.2,-8.4294,2015-12-20,2015,12,-0.012499999999999999,224.784,1%-20%
Second Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,5.388,4,0.7,-4.49,2015-12-20,2015,12,-0.8333333333333334,1.347,61%-80%
Second Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Art,30.976,8,0.2,5.0336,2015-12-20,2015,12,0.1625,3.872,1%-20%
First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,1350.12,6,0.0,175.5156,2015-12-20,2015,12,0.13,225.01999999999998,0%
First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,15.92,4,0.0,7.4824,2015-12-20,2015,12,0.47000000000000003,3.98,0%
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,19.54,2,0.0,7.2298,2015-12-20,2015,12,0.37,9.77,0%
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Art,21.4,5,0.0,6.206,2015-12-20,2015,12,0.29000000000000004,4.279999999999999,0%
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Labels,12.6,2,0.0,5.796,2015-12-20,2015,12,0.46,6.3,0%
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,11.96,2,0.0,3.1096,2015-12-20,2015,12,0.25999999999999995,5.98,0%
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,138.0,2,0.0,34.5,2015-12-21,2015,12,0.25,69.0,0%
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Technology,Phones,116.76,1,0.2,14.595,2015-12-21,2015,12,0.125,116.76,1%-20%
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Tables,331.023,7,0.45,-114.3534,2015-12-21,2015,12,-0.3454545454545454,47.289,41%-60%
Same Day,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,756.8,5,0.0,75.68,2015-12-21,2015,12,0.10000000000000002,151.35999999999999,0%
Standard Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,8.736,3,0.6,-4.8048,2015-12-21,2015,12,-0.5499999999999999,2.9120000000000004,41%-60%
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.08,2,0.0,2.0672,2015-12-21,2015,12,0.34,3.04,0%
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,17.46,2,0.0,5.9364,2015-12-21,2015,12,0.33999999999999997,8.73,0%
Standard Class,Consumer,United States,San Francisco,California,94109,West,Technology,Machines,369.16,11,0.2,32.3015,2015-12-21,2015,12,0.08749999999999998,33.56,1%-20%
First Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,2.912,2,0.2,0.91,2015-12-21,2015,12,0.3125,1.456,1%-20%
First Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,20.736,4,0.2,7.2576,2015-12-21,2015,12,0.35,5.184,1%-20%
First Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,9.568,2,0.2,2.99,2015-12-22,2015,12,0.31250000000000006,4.784,1%-20%
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Paper,30.18,3,0.0,13.8828,2015-12-22,2015,12,0.45999999999999996,10.06,0%
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,51.648,12,0.2,18.7224,2015-12-22,2015,12,0.3625,4.304,1%-20%
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,11.232,3,0.2,3.9312,2015-12-22,2015,12,0.35000000000000003,3.7439999999999998,1%-20%
Standard Class,Consumer,United States,Camarillo,California,93010,West,Office Supplies,Labels,14.73,3,0.0,7.2177,2015-12-22,2015,12,0.49,4.91,0%
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Art,16.4,5,0.0,4.756,2015-12-22,2015,12,0.29000000000000004,3.28,0%
Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,2015-12-22,2015,12,0.4799999999999999,6.48,0%
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,8.82,3,0.0,2.5578,2015-12-22,2015,12,0.29,2.94,0%
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,62.496,2,0.2,21.8736,2015-12-22,2015,12,0.35,31.248,1%-20%
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,339.96,4,0.0,122.3856,2015-12-22,2015,12,0.36,84.99,0%
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.568,2,0.2,17.3488,2015-12-23,2015,12,0.35000000000000003,24.784,1%-20%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,274.491,3,0.7,-228.7425,2015-12-23,2015,12,-0.8333333333333334,91.497,61%-80%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,137.94,3,0.0,35.8644,2015-12-23,2015,12,0.26,45.98,0%
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Accessories,40.68,3,0.2,-7.119,2015-12-23,2015,12,-0.175,13.56,1%-20%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,110.376,3,0.2,12.4173,2015-12-23,2015,12,0.11249999999999999,36.792,1%-20%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,151.62,7,0.0,50.0346,2015-12-23,2015,12,0.32999999999999996,21.66,0%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,30.8,4,0.0,10.164,2015-12-23,2015,12,0.32999999999999996,7.7,0%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,123.92,5,0.2,38.725,2015-12-23,2015,12,0.3125,24.784,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,1319.8,5,0.2,214.4675,2015-12-23,2015,12,0.1625,263.96,1%-20%
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,89.712,6,0.2,30.2778,2015-12-23,2015,12,0.33749999999999997,14.952,1%-20%
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,22.83,3,0.0,10.7301,2015-12-24,2015,12,0.47000000000000003,7.609999999999999,0%
First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,30.88,2,0.0,15.44,2015-12-24,2015,12,0.5,15.44,0%
First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Appliances,465.16,2,0.0,120.9416,2015-12-24,2015,12,0.25999999999999995,232.58,0%
First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,27.12,4,0.0,12.4752,2015-12-24,2015,12,0.45999999999999996,6.78,0%
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,113.6,8,0.0,44.304,2015-12-24,2015,12,0.39,14.2,0%
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,12.96,2,0.0,6.3504,2015-12-24,2015,12,0.48999999999999994,6.48,0%
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,69.456,2,0.2,22.5732,2015-12-24,2015,12,0.325,34.728,1%-20%
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,8.64,3,0.0,2.4192,2015-12-24,2015,12,0.27999999999999997,2.8800000000000003,0%
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Machines,341.991,3,0.7,-319.1916,2015-12-24,2015,12,-0.9333333333333333,113.997,61%-80%
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,43.96,7,0.0,18.4632,2015-12-24,2015,12,0.42,6.28,0%
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,39.76,7,0.0,18.6872,2015-12-25,2015,12,0.47000000000000003,5.68,0%
Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,66.36,7,0.0,26.544,2015-12-25,2015,12,0.4,9.48,0%
Second Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,92.88,6,0.2,30.186,2015-12-25,2015,12,0.325,15.479999999999999,1%-20%
Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,24.14,2,0.0,7.9662,2015-12-25,2015,12,0.32999999999999996,12.07,0%
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,4416.174,9,0.3,-630.882,2015-12-25,2015,12,-0.14285714285714285,490.686,21%-40%
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,49.56,7,0.0,18.8328,2015-12-25,2015,12,0.37999999999999995,7.08,0%
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,354.9,5,0.0,17.745,2015-12-25,2015,12,0.05,70.97999999999999,0%
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,15.12,3,0.2,4.914,2015-12-25,2015,12,0.325,5.04,1%-20%
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,302.45,5,0.5,-199.617,2015-12-25,2015,12,-0.66,60.489999999999995,41%-60%
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,44.672,8,0.2,-10.0512,2015-12-25,2015,12,-0.225,5.584,1%-20%
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,119.98,2,0.0,35.994,2015-12-26,2015,12,0.3,59.99,0%
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,989.97,3,0.0,395.988,2015-12-26,2015,12,0.39999999999999997,329.99,0%
Standard Class,Corporate,United States,Hollywood,Florida,33021,South,Office Supplies,Labels,9.216,4,0.2,3.3408,2015-12-26,2015,12,0.36250000000000004,2.304,1%-20%
Standard Class,Corporate,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,68.52,3,0.0,31.5192,2015-12-26,2015,12,0.46,22.84,0%
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Appliances,364.74,3,0.0,109.422,2015-12-26,2015,12,0.3,121.58,0%
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Furniture,Furnishings,47.4,5,0.0,21.33,2015-12-26,2015,12,0.44999999999999996,9.48,0%
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Storage,49.76,4,0.0,13.9328,2015-12-26,2015,12,0.28,12.44,0%
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,5.56,2,0.0,1.4456,2015-12-26,2015,12,0.26,2.78,0%
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,629.1,6,0.0,301.968,2015-12-26,2015,12,0.48000000000000004,104.85000000000001,0%
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,14.7,5,0.0,3.969,2015-12-26,2015,12,0.27,2.94,0%
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,45.36,7,0.0,21.7728,2015-12-27,2015,12,0.48,6.4799999999999995,0%
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Technology,Phones,125.99,1,0.0,35.2772,2015-12-27,2015,12,0.28,125.99,0%
Second Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Art,14.7,7,0.0,4.116,2015-12-27,2015,12,0.27999999999999997,2.1,0%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,32.7,5,0.4,-6.54,2015-12-27,2015,12,-0.19999999999999998,6.540000000000001,21%-40%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,31.68,4,0.2,11.088,2015-12-27,2015,12,0.35,7.92,1%-20%
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,181.86,7,0.0,50.9208,2015-12-27,2015,12,0.27999999999999997,25.98,0%
Second Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,155.372,2,0.3,-35.5136,2015-12-27,2015,12,-0.22857142857142854,77.686,21%-40%
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,13.428,3,0.7,-11.19,2015-12-27,2015,12,-0.8333333333333333,4.476,61%-80%
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,67.136,4,0.2,-0.8392,2015-12-27,2015,12,-0.0125,16.784,1%-20%
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Paper,89.568,2,0.2,32.4684,2015-12-27,2015,12,0.36250000000000004,44.784,1%-20%
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Furnishings,315.776,8,0.2,31.5776,2015-12-28,2015,12,0.09999999999999999,39.472,1%-20%
Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Bookcases,273.666,2,0.15,-12.8784,2015-12-28,2015,12,-0.047058823529411764,136.833,1%-20%
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,17.48,4,0.0,4.5448,2015-12-28,2015,12,0.26,4.37,0%
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Supplies,20.608,2,0.2,-4.3792,2015-12-28,2015,12,-0.2125,10.304,1%-20%
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,4.095,3,0.7,-2.73,2015-12-28,2015,12,-0.6666666666666667,1.365,61%-80%
Standard Class,Home Office,United States,Helena,Montana,59601,West,Technology,Phones,339.96,5,0.2,42.495,2015-12-28,2015,12,0.125,67.99199999999999,1%-20%
Standard Class,Home Office,United States,Helena,Montana,59601,West,Furniture,Furnishings,63.98,7,0.0,21.7532,2015-12-28,2015,12,0.34,9.139999999999999,0%
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,799.92,10,0.2,239.976,2015-12-28,2015,12,0.3,79.99199999999999,1%-20%
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,35.984,2,0.2,4.498,2015-12-28,2015,12,0.125,17.992,1%-20%
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,389.97,3,0.0,132.5898,2015-12-28,2015,12,0.33999999999999997,129.99,0%
Same Day,Corporate,United States,Yuma,Arizona,85364,West,Technology,Accessories,185.528,7,0.2,48.7011,2015-12-29,2015,12,0.2625,26.503999999999998,1%-20%
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,2541.98,2,0.0,1270.99,2015-12-29,2015,12,0.5,1270.99,0%
Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,599.985,5,0.7,-479.988,2015-12-29,2015,12,-0.7999999999999999,119.997,61%-80%
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.036,3,0.8,-5.0094,2015-12-29,2015,12,-1.6500000000000001,1.012,61%-80%
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,25.92,5,0.2,3.888,2015-12-29,2015,12,0.15,5.184,1%-20%
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,66.112,2,0.2,-9.0904,2015-12-29,2015,12,-0.1375,33.056,1%-20%
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,46.36,4,0.0,15.2988,2015-12-29,2015,12,0.33,11.59,0%
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Accessories,6.9,1,0.0,0.552,2015-12-29,2015,12,0.08,6.9,0%
Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,57.69,3,0.0,23.6529,2015-12-29,2015,12,0.41,19.23,0%
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,559.71,3,0.4,-121.2705,2015-12-29,2015,12,-0.21666666666666665,186.57000000000002,21%-40%
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,305.01,9,0.0,76.2525,2015-12-30,2015,12,0.25,33.89,0%
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,50.784,2,0.2,17.7744,2015-12-30,2015,12,0.35000000000000003,25.392,1%-20%
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,26.01,9,0.0,12.2247,2015-12-30,2015,12,0.47,2.89,0%
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,649.0,2,0.5,-272.58,2015-12-30,2015,12,-0.42,324.5,41%-60%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,59.99,7,0.0,21.5964,2015-12-30,2015,12,0.36,8.57,0%
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Furniture,Furnishings,20.24,1,0.0,7.8936,2015-12-30,2015,12,0.39,20.24,0%
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,37.84,2,0.2,2.838,2015-12-30,2015,12,0.075,18.92,1%-20%
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Fasteners,5.472,6,0.2,1.8468,2015-12-30,2015,12,0.33749999999999997,0.912,1%-20%
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,77.24,5,0.2,7.724,2015-12-30,2015,12,0.1,15.447999999999999,1%-20%
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,292.1,4,0.5,-175.26,2015-12-30,2015,12,-0.5999999999999999,73.025,41%-60%
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,2015-12-31,2015,12,-0.875,4.272,41%-60%
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Bookcases,424.116,6,0.3,-30.294,2015-12-31,2015,12,-0.07142857142857144,70.68599999999999,21%-40%
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,2.892,3,0.8,-4.9164,2015-12-31,2015,12,-1.7000000000000002,0.964,61%-80%
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Storage,381.72,5,0.2,-66.801,2015-12-31,2015,12,-0.175,76.34400000000001,1%-20%
Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Chairs,97.184,2,0.2,6.074,2015-12-31,2015,12,0.0625,48.592,1%-20%
Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,10.368,2,0.2,3.6288,2015-12-31,2015,12,0.35,5.184,1%-20%
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,890.841,3,0.3,-152.7156,2015-12-31,2015,12,-0.17142857142857143,296.947,21%-40%
Second Class,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,72.0,4,0.0,12.96,2015-12-31,2015,12,0.18000000000000002,18.0,0%
Second Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,113.888,2,0.2,9.9652,2015-12-31,2015,12,0.0875,56.944,1%-20%
Second Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,158.13,3,0.0,77.4837,2015-12-31,2015,12,0.49,52.71,0%
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,14.13,3,0.0,0.7065,2016-01-01,2016,1,0.049999999999999996,4.71,0%
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,64.75,5,0.0,29.1375,2016-01-01,2016,1,0.45,12.95,0%
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,1.872,2,0.7,-1.3104,2016-01-01,2016,1,-0.7,0.936,61%-80%
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,11.214,2,0.7,-8.5974,2016-01-01,2016,1,-0.7666666666666667,5.607,61%-80%
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Art,37.376,8,0.2,7.4752,2016-01-01,2016,1,0.2,4.672,1%-20%
Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Technology,Phones,286.4,1,0.2,25.06,2016-01-01,2016,1,0.08750000000000001,286.4,1%-20%
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,43.92,3,0.0,12.7368,2016-01-01,2016,1,0.29,14.64,0%
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,142.182,1,0.4,-37.9152,2016-01-01,2016,1,-0.26666666666666666,142.182,21%-40%
Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Paper,19.608,3,0.2,6.6177,2016-01-01,2016,1,0.3375,6.5360000000000005,1%-20%
Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Binders,4.158,7,0.7,-3.465,2016-01-01,2016,1,-0.8333333333333333,0.5940000000000001,61%-80%
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,979.95,5,0.0,264.5865,2016-01-02,2016,1,0.26999999999999996,195.99,0%
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,135.3,5,0.0,37.884,2016-01-02,2016,1,0.27999999999999997,27.060000000000002,0%
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,8.904,3,0.2,3.339,2016-01-02,2016,1,0.375,2.968,1%-20%
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,100.8,2,0.2,21.42,2016-01-02,2016,1,0.21250000000000002,50.4,1%-20%
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,41.96,2,0.0,10.9096,2016-01-02,2016,1,0.25999999999999995,20.98,0%
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,9.45,3,0.0,4.536,2016-01-02,2016,1,0.48,3.15,0%
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Appliances,400.8,5,0.0,112.224,2016-01-02,2016,1,0.28,80.16,0%
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Binders,28.792,1,0.2,10.0772,2016-01-02,2016,1,0.35,28.792,1%-20%
Standard Class,Home Office,United States,Burbank,California,91505,West,Furniture,Furnishings,111.0,2,0.0,14.43,2016-01-02,2016,1,0.13,55.5,0%
Standard Class,Home Office,United States,Burbank,California,91505,West,Technology,Machines,1279.968,4,0.2,415.9896,2016-01-02,2016,1,0.32499999999999996,319.992,1%-20%
Standard Class,Home Office,United States,Burbank,California,91505,West,Office Supplies,Storage,1856.19,7,0.0,334.1142,2016-01-03,2016,1,0.18,265.17,0%
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,22.752,6,0.6,-8.532,2016-01-03,2016,1,-0.375,3.792,41%-60%
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,61.542,1,0.4,-13.3341,2016-01-03,2016,1,-0.21666666666666665,61.542,21%-40%
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,81.438,7,0.7,-65.1504,2016-01-03,2016,1,-0.8,11.634,61%-80%
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,67.36,2,0.2,10.104,2016-01-03,2016,1,0.15,33.68,1%-20%
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,54.528,3,0.2,14.3136,2016-01-03,2016,1,0.2625,18.176,1%-20%
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,843.9,2,0.0,371.316,2016-01-03,2016,1,0.44,421.95,0%
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,449.568,2,0.2,56.196,2016-01-03,2016,1,0.125,224.784,1%-20%
